id,التاريخ,مدخل: ticker,مدخل: stockName,مدخل: companyType,مدخل: growth5yr,مدخل: growthPerp,مدخل: discountRate,مدخل: currentPe,مدخل: sectorPe,مدخل: dividends,مدخل: bookValue,مدخل: bondYield,مدخل: currentPrice,مدخل: fairPb,مدخل: scenario,مدخل: debtRatio,مدخل: liquidityRatio,مدخل: earningsQuality,مدخل: betaMain,مدخل: perplexityEval,مدخل: notes,مدخل: eps,مدخل: fcf,مدخل: netDebt,مدخل: bvps,مدخل: bankRoe,مدخل: bankCurrentPb,مدخل: bankFairPb,مدخل: bankEps,مدخل: bankCurrentPe,مدخل: bankFairPe,مدخل: bankDps,مدخل: bankPayout,مدخل: cet1,مدخل: npl,مدخل: provCoverage,مدخل: ldr,مدخل: nav,مدخل: totalUnits,مدخل: ffo,مدخل: pffoMultiple,مدخل: capRate,مدخل: totalDebt,مدخل: costOfEquity,مدخل: riskFree,مدخل: marketReturn,مدخل: anchorModel,مدخل: decision,مدخل: execPrice,مدخل: fcfBasis,مدخل: noNetDebt,مدخل: noi,مدخل: noTotalDebt,مدخل: normEps,مدخل: normFcf,نتيجة: fairValueRange,نتيجة: fairValueDetail,نتيجة: fairValueAvg,نتيجة: marginText,نتيجة: models,نتيجة: fairValueArithmeticAvg,نتيجة: fairValueMin,نتيجة: fairValueMax,نتيجة: dispersionCV,نتيجة: modelsInAvg,نتيجة: fairValueUnreliable,نتيجة: anchorModel,نتيجة: marginDual,نتيجة: sustainFail,نتيجة: sustainReasons,نتيجة: sustainWatch,نتيجة: bookFloor
1700000010000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,1180,الأهلي,bank,12,2.5,10.0,,13,1.96,36.27,4.2,,,realistic,469.7,,11.2,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_1180.md. عدد الأسهم 4,576,525 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 165,973,134. نسبة التوزيع 48.2%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,,,36.27,11.2,,,4.04,,13,1.96,48.2,,,,,,,,,,,10.0,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000011000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,1180,الأهلي,bank,-5,2.5,10.0,,13,1.26,28.39,4.6,,1.09,realistic,489.6,,11.4,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_1180.md. عدد الأسهم 6,195,037 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 175,904,873. نسبة التوزيع 38.9%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,,,28.39,11.4,,1.09,4.04,,13,1.26,38.9,,,,,,,,,,,10.0,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000012000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,1180,الأهلي,bank,6.5,2.5,10.0,,13,1.75,31.26,4.9,,1.29,realistic,473.4,,11.0,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_1180.md. عدد الأسهم 6,160,754 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 192,565,439. نسبة التوزيع 51.0%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,,,31.26,11.0,,1.29,4.04,,13,1.75,51.0,,,,,,,,,,,10.0,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000013000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,1180,الأهلي,bank,12,2.5,10.0,,13,1.94,32.83,4.7,,,realistic,495.3,,12.3,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_1180.md. عدد الأسهم 6,191,406 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 203,278,511. نسبة التوزيع 48.0%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,,,32.83,12.3,,,4.04,,13,1.94,48.0,,,,,,,,,,,10.0,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000014000,٣١‏/١٢‏/٢٠٢٠، ١٢:٠٠:٠٠ ص,2010,سابك,cyclical,3,2.5,10.0,,14,-3.36,50.17,2.4,,0.5,realistic,76.3,,0.0,,,"تقييم تاريخي رجعي للسنة المالية 2020 — مبني على ملفات تداول الرسمية عبر DATA_2010.md. عدد الأسهم 3,341,250 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 167,626,374. نسبة التوزيع -16775.4%. م.35: EPS مطبَّع 3.85 و FCF مطبَّع 6.28 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,2.71,2.39,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,3.85,6.28,,,,,,,,,,,,,,,,,
1700000015000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,2010,سابك,cyclical,12,2.5,10.0,,14,-3.3,59.96,2.8,,,realistic,76.7,,12.8,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_2010.md. عدد الأسهم 2,999,183 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 179,844,888. نسبة التوزيع -43.0%. م.35: EPS مطبَّع 3.85 و FCF مطبَّع 6.28 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,9.84,2.09,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,3.85,6.28,,,,,,,,,,,,,,,,,
1700000016000,٣١‏/١٢‏/٢٠١٧، ١٢:٠٠:٠٠ ص,2020,سابك للمغذيات,cyclical,3,2.5,10.0,,14,,16.48,2.5,,1.4,realistic,21.7,,12.8,,,"تقييم تاريخي رجعي للسنة المالية 2017 — مبني على ملفات تداول الرسمية عبر DATA_2020.md. عدد الأسهم 416,411 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 6,860,625. م.35: EPS مطبَّع 6.98 و FCF مطبَّع 5.91 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,1.61,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,6.98,5.91,,,,,,,,,,,,,,,,,
1700000017000,٣١‏/١٢‏/٢٠١٨، ١٢:٠٠:٠٠ ص,2020,سابك للمغذيات,cyclical,12,2.5,10.0,,14,,18.96,3.2,,,realistic,20.2,,22.0,,,"تقييم تاريخي رجعي للسنة المالية 2018 — مبني على ملفات تداول الرسمية عبر DATA_2020.md. عدد الأسهم 416,892 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 7,906,049. م.35: EPS مطبَّع 6.98 و FCF مطبَّع 5.91 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,3.63,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,6.98,5.91,,,,,,,,,,,,,,,,,
1700000018000,٣١‏/١٢‏/٢٠١٩، ١٢:٠٠:٠٠ ص,2020,سابك للمغذيات,cyclical,-5,2.5,10.0,,14,3.09,19.21,2.6,,1.56,realistic,20.8,,18.4,,,"تقييم تاريخي رجعي للسنة المالية 2019 — مبني على ملفات تداول الرسمية عبر DATA_2020.md. عدد الأسهم 416,361 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 7,996,291. نسبة التوزيع 87.4%. م.35: EPS مطبَّع 6.98 و FCF مطبَّع 5.91 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,2.55,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,6.98,5.91,,,,,,,,,,,,,,,,,
1700000019000,٣١‏/١٢‏/٢٠٢٠، ١٢:٠٠:٠٠ ص,2020,سابك للمغذيات,cyclical,-5,2.5,10.0,,14,2.55,19.61,2.4,,1.39,realistic,22.5,,15.9,,,"تقييم تاريخي رجعي للسنة المالية 2020 — مبني على ملفات تداول الرسمية عبر DATA_2020.md. عدد الأسهم 416,206 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 8,160,609. نسبة التوزيع 82.0%. م.35: EPS مطبَّع 6.98 و FCF مطبَّع 5.91 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,4.46,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,6.98,5.91,,,,,,,,,,,,,,,,,
1700000020000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,2020,سابك للمغذيات,cyclical,12,2.5,10.0,,14,,60.55,2.8,,,realistic,27.3,,36.3,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_2020.md. عدد الأسهم 256,811 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 15,550,788. م.35: EPS مطبَّع 6.98 و FCF مطبَّع 5.91 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,17.3,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,6.98,5.91,,,,,,,,,,,,,,,,,
1700000021000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,2222,أرامكو السعودية,normal,3,2.5,9.0,,14,-1.28,5.07,2.8,,5.0,realistic,94.3,,35.5,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_2222.md. عدد الأسهم 219,557 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,113,257. نسبة التوزيع -71.2%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",1.44,2.38,2.33,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000022000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,2222,أرامكو السعودية,normal,12,2.5,9.0,,14,-1.28,6.6,4.2,,,realistic,72.1,,41.2,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_2222.md. عدد الأسهم 219,564 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,448,916. نسبة التوزيع -47.1%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",1.44,3.18,1.79,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000023000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,2222,أرامكو السعودية,normal,-5,2.5,9.0,,14,-1.51,6.34,4.6,,2.46,realistic,61.5,,29.5,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_2222.md. عدد الأسهم 242,114 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,534,607. نسبة التوزيع -81.0%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",1.44,2.22,1.2,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000024000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,2222,أرامكو السعودية,normal,-5,2.5,9.0,,14,-1.93,6.03,4.9,,2.29,realistic,66.2,,27.0,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_2222.md. عدد الأسهم 241,651 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,458,229. نسبة التوزيع -118.3%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",1.44,2.11,1.32,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000025000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,2222,أرامكو السعودية,normal,-5,2.5,9.0,,14,-1.33,6.17,4.7,,2.02,realistic,71.0,,23.3,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_2222.md. عدد الأسهم 241,696 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,491,996. نسبة التوزيع -92.1%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",1.44,2.11,1.5,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000026000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,2270,سدافكو,normal,3,2.5,9.0,,16,5.99,51.98,4.2,,2.59,realistic,47.4,,18.6,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_2270.md. عدد الأسهم 31,997 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,663,122. نسبة التوزيع 62.0%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",14.92,9.0,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000027000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,2270,سدافكو,normal,6.1,2.5,9.0,,16,3.0,59.43,4.6,,3.85,realistic,46.8,,17.2,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_2270.md. عدد الأسهم 31,994 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,901,531. نسبة التوزيع 29.3%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",14.92,15.89,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000028000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,2270,سدافكو,normal,12,2.5,9.0,,16,17.97,56.49,4.9,,,realistic,46.7,,26.8,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_2270.md. عدد الأسهم 31,990 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,807,250. نسبة التوزيع 118.9%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",14.92,8.31,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000029000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,2270,سدافكو,normal,-1.3,2.5,9.0,,16,17.01,54.47,4.7,,2.78,realistic,54.3,,27.4,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_2270.md. عدد الأسهم 31,997 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,742,709. نسبة التوزيع 114.0%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",14.92,10.29,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1750000016000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,2284,المطاحن الحديثة,normal,3,2.5,9.0,,16,,,4.2,,,realistic,138.1,,,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مستخرج من ARCHIVE_2284.md (القوائم الأولية للربع الأول). ⚙️ ربحية السهم مقدّرة: ربح الربع الأول 62,461,391 × 4 ÷ 81,832,000 سهم. القرض طويل الأجل 590,043,778. إجمالي الموجودات 1,017,423,709. ⚠️ القوائم السنوية الكاملة غير متاحة في الأرشيف — التقدير من الربع الأول فقط (م.19 ⚙️). ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",3.05,,7.21,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1750000017000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,2284,المطاحن الحديثة,normal,2.6,2.5,9.0,,16,1.0,,4.6,,,realistic,119.9,,,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مستخرج من ARCHIVE_2284.md (القوائم الأولية للربع الأول). ⚙️ ربحية السهم مقدّرة: ربح الربع الأول 64,110,476 × 4 ÷ 81,832,000 سهم. القرض طويل الأجل 552,807,201. إجمالي الموجودات 1,013,913,013. ⚠️ القوائم السنوية الكاملة غير متاحة في الأرشيف — التقدير من الربع الأول فقط (م.19 ⚙️). ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",3.13,,6.76,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1750000018000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,2284,المطاحن الحديثة,normal,1.4,2.5,9.0,,16,1.0,,4.9,,,realistic,104.2,,,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مستخرج من ARCHIVE_2284.md (القوائم الأولية للربع الأول). ⚙️ ربحية السهم مقدّرة: ربح الربع الأول 64,983,432 × 4 ÷ 81,787,037 سهم. القرض طويل الأجل 575,095,482. إجمالي الموجودات 1,126,919,521. ⚠️ القوائم السنوية الكاملة غير متاحة في الأرشيف — التقدير من الربع الأول فقط (م.19 ⚙️). ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",3.18,,7.03,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
