id,التاريخ,مدخل: ticker,مدخل: stockName,مدخل: companyType,مدخل: growth5yr,مدخل: growthPerp,مدخل: discountRate,مدخل: currentPe,مدخل: sectorPe,مدخل: dividends,مدخل: bookValue,مدخل: bondYield,مدخل: currentPrice,مدخل: fairPb,مدخل: scenario,مدخل: debtRatio,مدخل: liquidityRatio,مدخل: earningsQuality,مدخل: betaMain,مدخل: perplexityEval,مدخل: notes,مدخل: eps,مدخل: fcf,مدخل: netDebt,مدخل: bvps,مدخل: bankRoe,مدخل: bankCurrentPb,مدخل: bankFairPb,مدخل: bankEps,مدخل: bankCurrentPe,مدخل: bankFairPe,مدخل: bankDps,مدخل: bankPayout,مدخل: cet1,مدخل: npl,مدخل: provCoverage,مدخل: ldr,مدخل: nav,مدخل: totalUnits,مدخل: ffo,مدخل: pffoMultiple,مدخل: capRate,مدخل: totalDebt,مدخل: costOfEquity,مدخل: riskFree,مدخل: marketReturn,مدخل: anchorModel,مدخل: decision,مدخل: execPrice,مدخل: fcfBasis,مدخل: noNetDebt,مدخل: noi,مدخل: noTotalDebt,مدخل: normEps,مدخل: normFcf,نتيجة: fairValueRange,نتيجة: fairValueDetail,نتيجة: fairValueAvg,نتيجة: marginText,نتيجة: models,نتيجة: fairValueArithmeticAvg,نتيجة: fairValueMin,نتيجة: fairValueMax,نتيجة: dispersionCV,نتيجة: modelsInAvg,نتيجة: fairValueUnreliable,نتيجة: anchorModel,نتيجة: marginDual,نتيجة: sustainFail,نتيجة: sustainReasons,نتيجة: sustainWatch,نتيجة: bookFloor
1787403090888,٢٢‏/٨‏/٢٠٢٦، ١:٥١:٣٠ م,2284,المطاحن الحديثة,normal,8,2.5,9,9.3,16,2,⚠️ 11.15,4.5,27.40,2.6,realistic,⚠️ 40.4,,26.4,0.4,,,2.94,2.10,⚠️ 7.14,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,‏٣١٫٥٤ ر.س.‏ — ‏٧٠٫٤٣ ر.س.‏,⚠️ التشتّت 32% — النماذج لا تتفق، لا تبنِ قراراً على رقم واحد | اختر نموذج مرساة أدناه ليُحسب عليه الهامش | (المتوسط الحسابي ‏٤٩٫٦٧ ر.س.‏ معروض للعلم فقط) | السيناريو: واقعي | أساس التدفق: FCFF مخصوم بـ WACC 9.00% — الدين الصافي ‏٧٫١٤ ر.س.‏ مطروح,49.669264957264964,,"[{""name"":""DCF"",""value"":""لا ينطبق"",""raw"":null,""inAvg"":true},{""name"":""جراهام"",""value"":""‏٧٠٫٤٣ ر.س.‏"",""raw"":70.42933333333333,""inAvg"":true},{""name"":""مكرر الربحية P/E"",""value"":""‏٤٧٫٠٤ ر.س.‏"",""raw"":47.04,""inAvg"":true},{""name"":""جوردون"",""value"":""‏٣١٫٥٤ ر.س.‏"",""raw"":31.538461538461533,""inAvg"":true},{""name"":""القيمة الدفترية"",""value"":""‏٢٨٫٩٩ ر.س.‏"",""raw"":28.990000000000002,""inAvg"":false}]",49.669264957264964,31.538461538461533,70.42933333333333,32.184115061775366,3,true,,"متحفّظ (أدنى نموذج ‏٣١٫٥٤ ر.س.‏): <span style=""color:var(--st-good)"">+13.1%</span>",false,[],[],28.990000000000002
1782658857292,٢٨‏/٦‏/٢٠٢٦، ٤:٠٠:٥٧ م,2284,المطاحن الحديثة,normal,7.73,2.50,8,9.83,15,2,⚠️,4.8,28.9,2.6,realistic,30,1.52,26.4 ⚠️,0.24,"🎯
تجميع وشراء إضافي: 30 ر.س وأقل 

✂️
تريم وتخفيف: من 40 إلى 46 ر.س 

🚨
متضخم ماليًا ويجب تصفيته: فوق 50 ر.س (فوق 1.8× من هدف الخروج وPB يتجاوز ~15× على القيمة الدفترية الحالية).",,2.94,2.10 ⚙️,7.14 ⚠️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‏٥٫٠٤ ر.س.‏ — ‏٦٠٫٤٠ ر.س.‏,المتوسط: ‏٣٢٫٥٣ ر.س.‏ | السيناريو: واقعي,32.52541158346474,✅ 11.1% هامش أمان,"[{""name"":""DCF"",""value"":""‏١٨٫٦٧ ر.س.‏""},{""name"":""جراهام"",""value"":""‏٦٠٫٤٠ ر.س.‏""},{""name"":""مكرر الربحية P/E"",""value"":""‏٤١٫٢٥ ر.س.‏""},{""name"":""جوردون"",""value"":""‏٣٧٫٢٧ ر.س.‏""},{""name"":""القيمة الدفترية"",""value"":""‏٥٫٠٤ ر.س.‏""}]",,,,,,,,,,,,
1787567801094,٢٤‏/٨‏/٢٠٢٦، ١١:٣٦:٤١ ص (معدَّل),2310,سبكيم العالمية,cyclical,2,2,10.5,8.5,14,1,17.68,4.5,13.18,0.6,conservative,55.3,1.61,8.8,0.40,,,-2.22,-0.34,2.52,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,exit,,fcff,false,,,1.55,2.20,‏٩٫٥٢ ر.س.‏ — ‏٢١٫٧٠ ر.س.‏,⚠️ التشتّت 35% — النماذج لا تتفق، لا تبنِ قراراً على رقم واحد | اختر نموذج مرساة أدناه ليُحسب عليه الهامش | (المتوسط الحسابي ‏١٥٫٦٣ ر.س.‏ معروض للعلم فقط) | السيناريو: محتاط | أساس التدفق: FCFF مخصوم بـ WACC 10.50% — الدين الصافي ‏٢٫٥٢ ر.س.‏ مطروح,15.634603174603177,,"[{""name"":""DCF"",""value"":""‏١٨٫٤٣ ر.س.‏"",""raw"":18.432380952380957,""inAvg"":true},{""name"":""جراهام"",""value"":""‏١٢٫٨٨ ر.س.‏"",""raw"":12.882222222222223,""inAvg"":true},{""name"":""مكرر الربحية P/E"",""value"":""‏٢١٫٧٠ ر.س.‏"",""raw"":21.7,""inAvg"":true},{""name"":""جوردون"",""value"":""‏٩٫٥٢ ر.س.‏"",""raw"":9.523809523809524,""inAvg"":true},{""name"":""القيمة الدفترية"",""value"":""‏١٠٫٦١ ر.س.‏"",""raw"":10.607999999999999,""inAvg"":false}]",15.634603174603177,9.523809523809524,21.7,34.94189878140005,4,true,,"متحفّظ (أدنى نموذج ‏٩٫٥٢ ر.س.‏): <span style=""color:var(--st-bad)"">-38.4%</span>",false,[],[],10.607999999999999
1782658607036,٢٨‏/٦‏/٢٠٢٦، ٣:٥٦:٤٧ م,2310,سبكيم العالمية,cyclical,2,2.0,9.5,,14,1,18.30,4.8,14.74,0.60,conservative,55.3,1.35,8.8,0.27,"تجميع وشراء إضافي: 14.50 ريال فأقل.
تريم وتخفيف: من 17.40 إلى 18.60 ريال.
متضخم ماليًا ويجب تصفيته: فوق 19.60 ريال.",,-1.76,0.88,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,2.20,‏١٠٫٥٣ ر.س.‏ — ‏١٧٫٣٩ ر.س.‏,المتوسط: ‏١٣٫١٣ ر.س.‏ | السيناريو: محتاط,13.127303366903694,⚠️ 12.3% مبالغ فيه,"[{""name"":""DCF"",""value"":""‏١١٫٤٧ ر.س.‏""},{""name"":""جراهام"",""value"":""لا ينطبق""},{""name"":""مكرر الربحية P/E"",""value"":""لا ينطبق""},{""name"":""جوردون"",""value"":""‏١٠٫٥٣ ر.س.‏""},{""name"":""القيمة الدفترية"",""value"":""‏١٧٫٣٩ ر.س.‏""}]",,,,,,,,,,,,
1782670172712,٦‏/٧‏/٢٠٢٦، ٢:٣٥:١٠ م (معدَّل),3030,أسمنت السعودية,cyclical,0,2.5,8.0,11.76,15,2.00,14.03,4.5,31.04,1.3,realistic,47.9,1.49,18.8,0.40,"🟢
تجميع وشراء إضافي: من 29.0 إلى 32.0 ر.س 
✂️
تريم وتخفيف: من 38.0 إلى 45.0 ر.س (

🚨
متضخم مالياً ويجب تصفيته: فوق 48 ر.س",,2.64,3.4,2.02,,,,,,,,,,,,,,,,,,,,,,,,exit,,,,,,2.80,2.60,‏٢٩٫٠٠ ر.س.‏ — ‏٦٥٫٢١ ر.س.‏,المتوسط: ‏٤١٫٧٨ ر.س.‏ | السيناريو: واقعي,41.778120499809674,✅ 25.8% هامش أمان,"[{""name"":""DCF"",""value"":""‏٦٥٫٢١ ر.س.‏"",""raw"":65.20748029338515},{""name"":""جراهام"",""value"":""‏٣٢٫٨٤ ر.س.‏"",""raw"":32.84221311475411},{""name"":""مكرر الربحية P/E"",""value"":""‏٣٥٫٢٥ ر.س.‏"",""raw"":35.25},{""name"":""جوردون"",""value"":""‏٤٦٫٥٩ ر.س.‏"",""raw"":46.59090909090909},{""name"":""القيمة الدفترية"",""value"":""‏٢٩٫٠٠ ر.س.‏"",""raw"":29}]",,,,,,,,,,,,
1787402211829,٢٢‏/٨‏/٢٠٢٦، ١:٣٦:٥١ م,3040,أسمنت القصيم,cyclical,0,2,8.5,20.4,15,3.20,23.71,4.5,43.32,1.60,realistic,17.8,4.96,9.3,0.40,,,2.20,3.56,-3.56,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,hold,,fcff,false,,,2.66,3.20,‏١٨٫٢٨ ر.س.‏ — ‏٥٤٫٧٤ ر.س.‏,⚠️ التشتّت 37% — النماذج لا تتفق، لا تبنِ قراراً على رقم واحد | اختر نموذج مرساة أدناه ليُحسب عليه الهامش | (المتوسط الحسابي ‏٣٩٫٠٦ ر.س.‏ معروض للعلم فقط) | السيناريو: واقعي | أساس التدفق: FCFF مخصوم بـ WACC 8.50% — الدين الصافي ؜-‏٣٫٥٦ ر.س.‏ مطروح  |  ⛔ فشل بوابة الاستدامة (الفلتر 1) — القيمة معروضة للعلم فقط ولا يُبنى عليها قرار شراء,39.060255411558096,⛔ خروج — فشل بوابة الاستدامة (الفلتر 1),"[{""name"":""DCF"",""value"":""‏٥٤٫٧٤ ر.س.‏"",""raw"":54.74119258640333,""inAvg"":true},{""name"":""جراهام"",""value"":""‏١٨٫٢٨ ر.س.‏"",""raw"":18.284444444444446,""inAvg"":true},{""name"":""مكرر الربحية P/E"",""value"":""‏٣٣٫٠٠ ر.س.‏"",""raw"":33,""inAvg"":true},{""name"":""جوردون"",""value"":""‏٥٠٫٢٢ ر.س.‏"",""raw"":50.215384615384615,""inAvg"":true},{""name"":""القيمة الدفترية"",""value"":""‏٣٧٫٩٤ ر.س.‏"",""raw"":37.936,""inAvg"":false}]",39.060255411558096,18.284444444444446,54.74119258640333,37.07110950189533,4,true,,,true,"[""التوزيع 3.2 يتجاوز EPS 2.2 — نسبة توزيع فوق 100% من الأرباح (§3)""]",[],37.936
1782660224098,٦‏/٧‏/٢٠٢٦، ٢:٣٤:٢٠ م (معدَّل),3040,أسمنت القصيم,cyclical,4,2.5,8.0,20.6,14.5,3.20,23.71,4.5,43.32,1.8,realistic,17.8,4.96,9.3,0.45,"🟢
تجميع وشراء إضافي: من 41.0 إلى 42.5 ر.س 

✂️
تريم وتخفيف: من 47.0 إلى 53.0 ر.س

🚨
متضخم مالياً ويجب تصفيته: فوق 55 ر.س",,2.20,3.56,-3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,2.66,3.20,‏٣١٫٦١ ر.س.‏ — ‏٥٩٫٦٤ ر.س.‏,المتوسط: ‏٤٤٫٩٢ ر.س.‏ | السيناريو: واقعي,44.9192102732264,⚠️ 0.1% مبالغ فيه,"[{""name"":""DCF"",""value"":""‏٥٧٫٧٢ ر.س.‏"",""raw"":57.71772051665357},{""name"":""جراهام"",""value"":""‏٣٢٫٤٣ ر.س.‏"",""raw"":32.43196721311476},{""name"":""مكرر الربحية P/E"",""value"":""‏٣١٫٦١ ر.س.‏"",""raw"":31.610000000000003},{""name"":""جوردون"",""value"":""‏٥٩٫٦٤ ر.س.‏"",""raw"":59.63636363636363},{""name"":""القيمة الدفترية"",""value"":""‏٤٣٫٢٠ ر.س.‏"",""raw"":43.2}]",,,,,,,,,,,,
1787403546280,٢٢‏/٨‏/٢٠٢٦، ١:٥٩:٠٦ م,4001,أسواق ع العثيم,normal,0,2,10,,16,0.24,1.25,4.5,4.95,0.7,realistic,564.4,⚠️ 0.55,-9.5,0.4,,,-0.12,-0.08,2.09,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,exit,,fcff,false,,,,,‏٣٫٠٦ ر.س.‏,المتوسط: ‏٣٫٠٦ ر.س.‏ | السيناريو: واقعي | أساس التدفق: FCFF مخصوم بـ WACC 10.00% — الدين الصافي ‏٢٫٠٩ ر.س.‏ مطروح  |  ⛔ فشل بوابة الاستدامة (الفلتر 1) — القيمة معروضة للعلم فقط ولا يُبنى عليها قرار شراء,3.0599999999999996,⛔ خروج — فشل بوابة الاستدامة (الفلتر 1),"[{""name"":""DCF"",""value"":""لا ينطبق"",""raw"":null,""inAvg"":true},{""name"":""جراهام"",""value"":""لا ينطبق"",""raw"":null,""inAvg"":true},{""name"":""مكرر الربحية P/E"",""value"":""لا ينطبق"",""raw"":null,""inAvg"":true},{""name"":""جوردون"",""value"":""‏٣٫٠٦ ر.س.‏"",""raw"":3.0599999999999996,""inAvg"":true},{""name"":""القيمة الدفترية"",""value"":""‏٠٫٨٨ ر.س.‏"",""raw"":0.875,""inAvg"":false}]",3.0599999999999996,3.0599999999999996,3.0599999999999996,0,1,false,,,true,"[""EPS غير موجب (-0.12) — الشركة خاسرة""]","[""التوزيع 0.24 يتجاوز FCF 0.000001 — التوزيع مغطّى بالأرباح لا بالنقد""]",0.875
1782659297288,٢٨‏/٦‏/٢٠٢٦، ١٠:٠٧:١٩ م (معدَّل),4001,أسواق ع العثيم,normal,0,2.5,8,,13,0.24,1.25,4.88,5.89,0.7,realistic,564.4,1.5,-9.5,0.22,"🟢
تجميع وشراء إضافي: من 5.50 إلى 5.80 ر.س 

✂️
تريم وتخفيف: من 7.50 إلى 8.50 ر.س 

🚨
متضخم مالياً ويجب تصفيته: فوق 9.0 ر.س (عندها السهم يتداول على P/E > 35× وP/B > 6× مع عائد توزيعات أقل من 5%، ما يجعله بعيدًا عن معاييرك في ثروه لسهم توزيعي دفاعي).",,-0.06,0.94,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‏٣٫٥٤ ر.س.‏ — ‏١٩٫٥٧ ر.س.‏,المتوسط: ‏٩٫١٧ ر.س.‏ | السيناريو: واقعي,9.173047102590424,✅ 35.8% هامش أمان,"[{""name"":""DCF"",""value"":""‏١٩٫٥٧ ر.س.‏""},{""name"":""جراهام"",""value"":""‏٨٫٨٦ ر.س.‏""},{""name"":""مكرر الربحية P/E"",""value"":""‏٥٫٣٣ ر.س.‏""},{""name"":""جوردون"",""value"":""‏٨٫٥٧ ر.س.‏""},{""name"":""القيمة الدفترية"",""value"":""‏٣٫٥٤ ر.س.‏""}]",,,,,,,,,,,,
1782659057856,٢٨‏/٦‏/٢٠٢٦، ١٠:٢٢:٢٢ م (معدَّل),4002,المواساة,normal,8,3.0,9.0,15.6,20,2.25 ⚠️,20.56,4.5,64.40,3,realistic,60.9,1.6,20.1,0.39,"🎯
تجميع وشراء إضافي: من 63 إلى 65 ر.س 
✂️
تريم وتخفيف: من 80 إلى 90 ر.س 

🚨
متضخم مالياً ويجب تصفيته: فوق 95 ر.س (فوق القيمة العادلة اليدوية + PB يتجاوز 5× تقريبًا، ومضاعفات ربحية > 25×).",,4.12,4.00,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‏٣٩٫٥١ ر.س.‏ — ‏١٤٨٫٨٨ ر.س.‏,المتوسط: ‏٨٢٫٥٧ ر.س.‏ | السيناريو: واقعي,82.56635245368344,✅ 23.5% هامش أمان,"[{""name"":""DCF"",""value"":""‏١٤٨٫٨٨ ر.س.‏""},{""name"":""جراهام"",""value"":""‏٩٤٫١٩ ر.س.‏""},{""name"":""مكرر الربحية P/E"",""value"":""‏٧٣٫٩٨ ر.س.‏""},{""name"":""جوردون"",""value"":""‏٣٩٫٥١ ر.س.‏""},{""name"":""القيمة الدفترية"",""value"":""‏٥٦٫٢٨ ر.س.‏""}]",,,,,,,,,,,,
1787400632769,٢٢‏/٨‏/٢٠٢٦، ١:١٠:٣٢ م,4164,النهدي,normal,3,2.5,9,13.5,15,5.60,19.32,4.5,93.60,4.5,realistic,171.3,1.28,35.9,0.4,,,6.94,12.53,9.45,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,hold,,fcff,false,,,,,‏٨٨٫٣١ ر.س.‏ — ‏١٩٢٫٤٦ ر.س.‏,⚠️ التشتّت 35% — النماذج لا تتفق، لا تبنِ قراراً على رقم واحد | اختر نموذج مرساة أدناه ليُحسب عليه الهامش | (المتوسط الحسابي ‏١٢٠٫٨١ ر.س.‏ معروض للعلم فقط) | السيناريو: واقعي | أساس التدفق: FCFF مخصوم بـ WACC 9.00% — الدين الصافي ‏٩٫٤٥ ر.س.‏ مطروح,120.81425373001238,,"[{""name"":""DCF"",""value"":""‏١٩٢٫٤٦ ر.س.‏"",""raw"":192.45554483457943,""inAvg"":true},{""name"":""جراهام"",""value"":""‏٩٨٫٣٩ ر.س.‏"",""raw"":98.3937777777778,""inAvg"":true},{""name"":""مكرر الربحية P/E"",""value"":""‏١٠٤٫١٠ ر.س.‏"",""raw"":104.10000000000001,""inAvg"":true},{""name"":""جوردون"",""value"":""‏٨٨٫٣١ ر.س.‏"",""raw"":88.30769230769229,""inAvg"":true},{""name"":""القيمة الدفترية"",""value"":""‏٨٦٫٩٤ ر.س.‏"",""raw"":86.94,""inAvg"":false}]",120.81425373001238,88.30769230769229,192.45554483457943,34.55456649117167,4,true,,"متحفّظ (أدنى نموذج ‏٨٨٫٣١ ر.س.‏): <span style=""color:var(--st-bad)"">-6.0%</span>",false,[],[],86.94
1782670758361,٢٨‏/٦‏/٢٠٢٦، ٧:١٩:١٨ م,4164,النهدي,normal,3,2.5,8.0,13.5,15,5.6,19.32,4.88,94,4.8,realistic,171.3,1.28,35.9,0.25,"🟢
تجميع وشراء إضافي: من 88 إلى 96 ر.س 

✂️
تريم وتخفيف: من 115 إلى 135 ر.س

🚨
متضخم مالياً ويجب تصفيته: فوق 150 ر.س",,6.94,12.53,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,‏٩٣٫٦٠ ر.س.‏ — ‏١٤٠٫٨٨ ر.س.‏,المتوسط: ‏١١٠٫٩٨ ر.س.‏ | السيناريو: واقعي,110.97991284224528,✅ 15.3% هامش أمان,"[{""name"":""DCF"",""value"":""‏١٠٣٫٥٥ ر.س.‏""},{""name"":""جراهام"",""value"":""‏١٤٠٫٨٨ ر.س.‏""},{""name"":""مكرر الربحية P/E"",""value"":""‏١١٢٫٥٠ ر.س.‏""},{""name"":""جوردون"",""value"":""‏١٠٤٫٣٦ ر.س.‏""},{""name"":""القيمة الدفترية"",""value"":""‏٩٣٫٦٠ ر.س.‏""}]",,,,,,,,,,,,
1787401215341,٢٢‏/٨‏/٢٠٢٦، ١:٢٠:١٥ م,4321,سينومي سنترز,normal,0,2,10,148 ⚠️,12,1.5,3.39,4.5,16.28,1,realistic,118,1.52,7.3,0.40,,,0.11,-0.21,3.62,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,exit,,fcff,false,,,,,‏٠٫٩١ ر.س.‏ — ‏١٩٫١٣ ر.س.‏,⚠️ التشتّت 119% — النماذج لا تتفق، لا تبنِ قراراً على رقم واحد | اختر نموذج مرساة أدناه ليُحسب عليه الهامش | (المتوسط الحسابي ‏٧٫١٢ ر.س.‏ معروض للعلم فقط) | السيناريو: واقعي | أساس التدفق: FCFF مخصوم بـ WACC 10.00% — الدين الصافي ‏٣٫٦٢ ر.س.‏ مطروح  |  ⛔ فشل بوابة الاستدامة (الفلتر 1) — القيمة معروضة للعلم فقط ولا يُبنى عليها قرار شراء,7.119740740740741,⛔ خروج — فشل بوابة الاستدامة (الفلتر 1),"[{""name"":""DCF"",""value"":""لا ينطبق"",""raw"":null,""inAvg"":true},{""name"":""جراهام"",""value"":""‏٠٫٩١ ر.س.‏"",""raw"":0.9142222222222224,""inAvg"":true},{""name"":""مكرر الربحية P/E"",""value"":""‏١٫٣٢ ر.س.‏"",""raw"":1.32,""inAvg"":true},{""name"":""جوردون"",""value"":""‏١٩٫١٣ ر.س.‏"",""raw"":19.125,""inAvg"":true},{""name"":""القيمة الدفترية"",""value"":""‏٣٫٣٩ ر.س.‏"",""raw"":3.39,""inAvg"":false}]",7.119740740740741,0.9142222222222224,19.125,119.25457330266774,3,true,,,true,"[""التوزيع 1.5 يتجاوز EPS 0.11 — نسبة توزيع فوق 100% من الأرباح (§3)""]",[],3.39
1782671980838,٢٨‏/٦‏/٢٠٢٦، ٩:٥٣:٥٧ م (معدَّل),4321,سينومي سنترز,normal,0,2.5,8.0,6.2,12,1.50,3.39,4.88,17.09,1.0,realistic,118,1.52,7.3,0.50,"تجميع وشراء اضافي : 17.00 ر.س
تريم وتخفيف : 21.00 – 23.00 ر.س
متضخم ماليا ويجب تصفيته : 24.50 ر.س وما فوق",,0.11,-0.21,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‏٢٢٫٩٩ ر.س.‏ — ‏٥٩٫٥١ ر.س.‏,المتوسط: ‏٣٩٫٤٠ ر.س.‏ | السيناريو: واقعي,39.39790047076893,✅ 56.6% هامش أمان,"[{""name"":""DCF"",""value"":""‏٢٢٫٩٩ ر.س.‏""},{""name"":""جراهام"",""value"":""‏٥٩٫٥١ ر.س.‏""},{""name"":""مكرر الربحية P/E"",""value"":""‏٤٧٫٥٢ ر.س.‏""},{""name"":""جوردون"",""value"":""‏٢٧٫٩٥ ر.س.‏""},{""name"":""القيمة الدفترية"",""value"":""‏٣٩٫٠١ ر.س.‏""}]",,,,,,,,,,,,
1782671744789,١٦‏/٧‏/٢٠٢٦، ١٢:٠٨:٤٨ م (معدَّل),4333,تعليم ريت,reit,3,2.5,8,15.7,18.0,0.70,10.8252,4.88,10.48,1.2,realistic,56.6,,7.2,0.24,"تجميع وشراء اضافي : 9.40 ر.س
تريم وتخفيف : 10.80 – 11.60 ر.س
متضخم ماليا ويجب تصفيته : 12.40 ر.س وما فوق",,,,,,,,,,,,,,,,,,761913875,51000000,0.863,12,8.3,297481451,,,,,,,,,63010764,,,,‏٨٫٤١ ر.س.‏,القيمة العادلة (‏٨٫٤١ ر.س.‏) = متوسط 2 طرق: NAV للوحدة = ‏٨٫٩٠ ر.س.‏  ·  تقييم P/FFO = ‏٧٫٩٢ ر.س.‏  |  عائد FFO الحالي = 6.14%,8.408903764705883,⚠️ 27.8% مبالغ فيه,"[{""name"":""NAV للوحدة"",""value"":""‏٨٫٩٠ ر.س.‏"",""raw"":8.897807529411764},{""name"":""مضاعف P/FFO"",""value"":""‏٧٫٩٢ ر.س.‏"",""raw"":7.92},{""name"":""Cap Rate (مرجع)"",""value"":""‏٨٫٢٥ ر.س.‏"",""raw"":8.25}]",,,,,,,,,,,,
1787402898088,٢٢‏/٨‏/٢٠٢٦، ١:٤٨:١٨ م,4333,تعليم ريت,reit,3,2.5,8,13.5,16,0.70,10.82,4.5,10.48,1.05,realistic,56.6,,7.2,0.2,,,,,,,,,,,,,,,,,,,761913875,51000000,0.863,13,8.3,297481451,,4.0,8.0,,hold,,,,63010764,false,,,‏٩٫١١ ر.س.‏ — ‏١٣٫٠٥ ر.س.‏,المتوسط: ‏١١٫١٢ ر.س.‏ | تشتّت النماذج 14% (دون عتبة 30% — النماذج متوافقة) | عائد FFO الحالي = 8.23%,11.123657554367199,✅ 5.8% هامش أمان,"[{""name"":""NAV للوحدة"",""value"":""‏٩٫١١ ر.س.‏"",""raw"":9.10651811764706,""inAvg"":true},{""name"":""مضاعف P/FFO"",""value"":""‏١١٫٢٢ ر.س.‏"",""raw"":11.219,""inAvg"":true},{""name"":""DDM"",""value"":""‏١٣٫٠٥ ر.س.‏"",""raw"":13.045454545454543,""inAvg"":true},{""name"":""Cap Rate (مرجع)"",""value"":""‏٩٫٠٥ ر.س.‏"",""raw"":9.052634908339238,""inAvg"":false}]",11.123657554367199,9.10651811764706,13.045454545454543,14.468951896790507,3,false,,"متحفّظ (أدنى نموذج ‏٩٫١١ ر.س.‏): <span style=""color:var(--st-bad)"">-15.1%</span>  ·  المتوسط (‏١١٫١٢ ر.س.‏): <span style=""color:var(--st-good)"">+5.8%</span>",false,[],[],
1782671047334,١٦‏/٧‏/٢٠٢٦، ١٢:١٤:٢٦ م (معدَّل),4342,جدوى ريت السعودية,reit,0,2,8.0,19.8,16,0.80,8.71,4.88,9.88,1.35,realistic,29.9,5.43,5.7,0.30,"🟢
تجميع وشراء إضافي: من 10.0 إلى 11.0 ر.س 

✂️
تريم وتخفيف: من 12.5 إلى 14.5 ر.س 
🚨
متضخم مالياً ويجب تصفيته: فوق 15.5 ر.س",,,,,,,,,,,,,,,,,,1986176135,186509785,0.688,12,7.5,462500000,,,,,,,,,149200620,,,,‏٨٫٨٧ ر.س.‏,القيمة العادلة (‏٨٫٨٧ ر.س.‏) = متوسط 2 طرق: NAV للوحدة = ‏٨٫٧٣ ر.س.‏  ·  تقييم P/FFO = ‏٩٫٠٠ ر.س.‏  |  عائد FFO الحالي = 6.78%,8.866500127593842,⚠️ 24.9% مبالغ فيه,"[{""name"":""NAV للوحدة"",""value"":""‏٨٫٧٣ ر.س.‏"",""raw"":8.733000255187683},{""name"":""مضاعف P/FFO"",""value"":""‏٩٫٠٠ ر.س.‏"",""raw"":9},{""name"":""Cap Rate (مرجع)"",""value"":""‏١٠٫٥٦ ر.س.‏"",""raw"":10.563380281690142}]",,,,,,,,,,,,
1787402741112,٢٢‏/٨‏/٢٠٢٦، ١:٤٥:٤١ م,4342,جدوى ريت السعودية,reit,0,2,8,19.8,16,0.8,8.71,4.5,9.88,1.2,realistic,29.9,5.43,5.7,0.2,,,,,,,,,,,,,,,,,,,1986176135,186509785,0.688,13,7.5,462500000,,4.0,8.0,,hold,,,,149200620,false,,,‏٨٫١٧ ر.س.‏ — ‏١٣٫٦٠ ر.س.‏,المتوسط: ‏١٠٫٢٤ ر.س.‏ | تشتّت النماذج 23% (دون عتبة 30% — النماذج متوافقة) | عائد FFO الحالي = 6.96%  |  ⛔ فشل بوابة الاستدامة (الفلتر 1) — القيمة معروضة للعلم فقط ولا يُبنى عليها قرار شراء,10.23780553576139,⛔ خروج — فشل بوابة الاستدامة (الفلتر 1),"[{""name"":""NAV للوحدة"",""value"":""‏٨٫١٧ ر.س.‏"",""raw"":8.16941660728417,""inAvg"":true},{""name"":""مضاعف P/FFO"",""value"":""‏٨٫٩٤ ر.س.‏"",""raw"":8.943999999999999,""inAvg"":true},{""name"":""DDM"",""value"":""‏١٣٫٦٠ ر.س.‏"",""raw"":13.600000000000001,""inAvg"":true},{""name"":""Cap Rate (مرجع)"",""value"":""‏٨٫١٩ ر.س.‏"",""raw"":8.186388719498014,""inAvg"":false}]",10.23780553576139,8.16941660728417,13.600000000000001,23.426589643533468,3,false,,,true,"[""التوزيع 0.8 يتجاوز FFO 0.688 للوحدة — التوزيع غير مغطّى بالمقياس الصحيح للريت (§3)""]",[],
